,path,invoice,costo_prof,costo_total
0,Incoming_inv_ParaisurZ996560_6947.pdf,441360782,6109.17,11700.75
1,Incoming_inv_ParaisurZ996560_6955.pdf,H43624650,12789.84,26575.63
2,Incoming_inv_ParaisurZ996560_6961.pdf,L88918804,8579.670000000002,20470.82
3,Incoming_inv_ParaisurZ996560_6962.pdf,R19404815,11355.33,26822.68
4,Incoming_inv_ParaisurZ996560_6963.pdf,52163757,25121.35,35222.12
5,Incoming_inv_ParaisurZ996560_6979.pdf,I71942069,11987.820000000002,37758.99
6,Incoming_inv_ParaisurZ996560_6983.pdf,851604117,11293.8,20023.96
7,Incoming_inv_ParaisurZ996560_6997.pdf,62883289,6087.07,18199.96
8,Incoming_inv_ParaisurZ996560_7.pdf,R86891888,11880.81,23346.1
9,Incoming_inv_ParaisurZ996560_7003.pdf,944173973,10293.74,18749.69
10,Incoming_inv_ParaisurZ996560_7004.pdf,Incoming_inv_ParaisurZ996560_7004,21566.09,32631.17
11,Incoming_inv_ParaisurZ996560_7011.pdf,784638692,21740.14,47765.09
12,Incoming_inv_ParaisurZ996560_7014.pdf,Y52574533,1846.2,4943.37
13,Incoming_inv_ParaisurZ996560_7015.pdf,328519619,19066.64,38981.28
14,Incoming_inv_ParaisurZ996560_7029.pdf,B18291166,1383.84,46789.99
15,Incoming_inv_ParaisurZ996560_7043.pdf,782855819,5652.1,6471.66
16,Incoming_inv_ParaisurZ996560_7051.pdf,A03412847,6379.59,68016.83
17,Incoming_inv_ParaisurZ996560_7063.pdf,4381862,9134.4,-1.0
18,Incoming_inv_ParaisurZ996560_707.pdf,P62552585,6905.21,12112.08
19,Incoming_inv_ParaisurZ996560_7074.pdf,C23144830,14330.0,29618.05
20,Incoming_inv_ParaisurZ996560_7075.pdf,83610109,3260.54,34323.4
21,Incoming_inv_ParaisurZ996560_7079.pdf,A09744935,19281.36,69168.26
22,Incoming_inv_ParaisurZ996560_7081.pdf,G54456227,4344.320000000001,17605.85
23,Incoming_inv_ParaisurZ996560_7083.pdf,529830511,6951.09,8.0
24,Incoming_inv_ParaisurZ996560_7085.pdf,X12147454,11909.55,38989.41
25,Incoming_inv_ParaisurZ996560_7092.pdf,FO2275911,8076.449999999999,31545.52
26,Incoming_inv_ParaisurZ996560_7100.pdf,514449655,3873.4900000000002,15791.3
27,Incoming_inv_ParaisurZ996560_711.pdf,137011552,13016.789999999997,37151.64
28,Incoming_inv_ParaisurZ996560_7124.pdf,933026431,15255.54,27796.29
29,Incoming_inv_ParaisurZ996560_7132.pdf,O44472994,24857.329999999998,42969.05
30,Incoming_inv_ParaisurZ996560_7147.pdf,323319734,8384.29,23926.36
31,Incoming_inv_ParaisurZ996560_7156.pdf,G87374014,4323.969999999999,-1.0
32,Incoming_inv_ParaisurZ996560_7173.pdf,I16029326,10600.26,27445.88
33,Incoming_inv_ParaisurZ996560_7174.pdf,411152791,6770.32,54254.58
34,Incoming_inv_ParaisurZ996560_7176.pdf,197577614,14590.36,-1.0
35,Incoming_inv_ParaisurZ996560_7182.pdf,D40256373,11151.199999999999,25490.04
36,Incoming_inv_ParaisurZ996560_7187.pdf,999737086,2735.3,892.96
37,Incoming_inv_ParaisurZ996560_719.pdf,M53946534,11599.09,36141.39
38,Incoming_inv_ParaisurZ996560_7190.pdf,P70387270,12028.439999999999,16665.04
39,Incoming_inv_ParaisurZ996560_7217.pdf,Y75615048,5445.28,33316.49
40,Incoming_inv_ParaisurZ996560_7238.pdf,L72419257,20263.19,28019.92
41,Incoming_inv_ParaisurZ996560_7241.pdf,W14875862,11697.51,33495.48
42,Incoming_inv_ParaisurZ996560_7248.pdf,V54731405,8143.589999999999,-1.0
43,Incoming_inv_ParaisurZ996560_725.pdf,257665806,16366.73,39407.98
44,Incoming_inv_ParaisurZ996560_7256.pdf,Y11790636,16291.550000000001,34983.49
45,Incoming_inv_ParaisurZ996560_7259.pdf,J89506573,1551.78,5608.77
46,Incoming_inv_ParaisurZ996560_7269.pdf,Incoming_inv_ParaisurZ996560_7269,3417.57,16215.17
47,Incoming_inv_ParaisurZ996560_7273.pdf,O70176191,1682.9599999999998,4201.2
48,Incoming_inv_ParaisurZ996560_7281.pdf,752946349,1154.3799999999999,-16662.1
49,Incoming_inv_ParaisurZ996560_7294.pdf,F96608585,5364.3,11092.0
50,Incoming_inv_ParaisurZ996560_7308.pdf,B08118914,25818.39,53792.4
51,Incoming_inv_ParaisurZ996560_7309.pdf,198133089,17416.129999999997,34634.7
52,Incoming_inv_ParaisurZ996560_732.pdf,z28552129,1.0,1953.0
53,Incoming_inv_ParaisurZ996560_7332.pdf,J64684453,7483.38,161.0
54,Incoming_inv_ParaisurZ996560_7334.pdf,H26308788,1879.1799999999998,22814.06
55,Incoming_inv_ParaisurZ996560_7344.pdf,426166094,19.259999999999998,30344.19
56,Incoming_inv_ParaisurZ996560_7349.pdf,629918696,396.84999999999997,68834.44
57,Incoming_inv_ParaisurZ996560_735.pdf,181594419,3292.71,61783.67
58,Incoming_inv_ParaisurZ996560_7353.pdf,651635507,0.0,17138.29
59,Incoming_inv_ParaisurZ996560_7361.pdf,947580451,29217.369999999995,50317.47
60,Incoming_inv_ParaisurZ996560_7367.pdf,150189843,5226.44,-1.0
61,Incoming_inv_ParaisurZ996560_737.pdf,89963850,3093.9900000000002,33309.75
62,Incoming_inv_ParaisurZ996560_7370.pdf,72295211,7739.610000000001,22931.43
63,Incoming_inv_ParaisurZ996560_7385.pdf,X23685717,9773.41,8164.49
64,Incoming_inv_ParaisurZ996560_7387.pdf,I87257508,99.28,-855.94
65,Incoming_inv_ParaisurZ996560_7393.pdf,A25149617,23304.319999999996,29030.33
66,Incoming_inv_ParaisurZ996560_7398.pdf,Incoming_inv_ParaisurZ996560_7398,2943.3500000000004,17113.07
67,Incoming_inv_ParaisurZ996560_7400.pdf,211954223,6974.88,15257.19
68,Incoming_inv_ParaisurZ996560_7409.pdf,P19069451,4171.02,5352.74
69,Incoming_inv_ParaisurZ996560_7413.pdf,E88322537,1515.6000000000001,29526.1
70,Incoming_inv_ParaisurZ996560_7417.pdf,305064237,2927.02,10914.0
71,Incoming_inv_ParaisurZ996560_7422.pdf,D22060729,18727.89,28216.74
72,Incoming_inv_ParaisurZ996560_7423.pdf,E20231302,14166.42,24457.77
73,Incoming_inv_ParaisurZ996560_7426.pdf,A04325133,9318.41,25991.47
74,Incoming_inv_ParaisurZ996560_7438.pdf,287018688,8173.7,2766.2
75,Incoming_inv_ParaisurZ996560_7444.pdf,830544790,4351.14,-6929.36
76,Incoming_inv_ParaisurZ996560_7446.pdf,Incoming_inv_ParaisurZ996560_7446,8506.01,16241.02
77,Incoming_inv_ParaisurZ996560_7448.pdf,C15695617,6009.87,8021.24
78,Incoming_inv_ParaisurZ996560_7453.pdf,534743764,11349.810000000001,26486.21
79,Incoming_inv_ParaisurZ996560_746.pdf,X97373999,9236.14,18934.19
80,Incoming_inv_ParaisurZ996560_7468.pdf,F54035893,694.28,2938.88
81,Incoming_inv_ParaisurZ996560_747.pdf,NO6323966,25435.09,33643.45
82,Incoming_inv_ParaisurZ996560_7473.pdf,215092390,4042.9800000000005,40127.8
83,Incoming_inv_ParaisurZ996560_749.pdf,3040471,32159.760000000002,47138.62
84,Incoming_inv_ParaisurZ996560_7497.pdf,690025627,10827.740000000002,24611.52
85,Incoming_inv_ParaisurZ996560_7512.pdf,422689206,5078.3,19495.74
86,Incoming_inv_ParaisurZ996560_7514.pdf,B22969154,8956.160000000002,37418.69
87,Incoming_inv_ParaisurZ996560_7522.pdf,M29920763,5902.24,13674.86
88,Incoming_inv_ParaisurZ996560_7526.pdf,B95428661,6707.670000000001,21779.49
89,Incoming_inv_ParaisurZ996560_753.pdf,M24825773,10372.34,27.0
90,Incoming_inv_ParaisurZ996560_7531.pdf,542102116,1129.91,11456.45
91,Incoming_inv_ParaisurZ996560_7539.pdf,238787994,5722.82,52447.2
92,Incoming_inv_ParaisurZ996560_7551.pdf,436724302,2509.7200000000003,13607.0
93,Incoming_inv_ParaisurZ996560_7559.pdf,H17555257,4607.45,11369.97
